Date,Quarter,Department,Targeted Productivity,Overtime,No. of Workers,Actual Productivity
2/23/2015,Q4,Finishing,0.8,960,8,0.3715625
2/23/2015,Q4,Finishing,0.8,960,8,0.3715625
2/23/2015,Q4,Finishing,0.8,960,8,0.36871875
2/23/2015,Q4,Finishing,0.7,960,8,0.356458333
2/24/2015,Q4,Finishing,0.7,1800,15,0.902222222
2/24/2015,Q4,Finishing,0.8,1440,12,0.811388889
2/24/2015,Q4,Sewing,0.8,4080,34,0.800401961
2/24/2015,Q4,Sewing,0.8,7140,60,0.800137255
2/24/2015,Q4,Sewing,0.8,6480,59,
2/24/2015,Q4,Finishing,0.7,960,8,0.791458333
2/24/2015,Q4,Sewing,0.75,5640,59,0.750727326
2/24/2015,Q4,Sewing,0.75,3360,33,0.75065101
2/24/2015,Q4,Sewing,0.75,3360,57,0.750437269
2/24/2015,Q4,Sewing,0.75,5340,60,0.750176991
2/24/2015,Q4,Finishing,0.75,1800,15,0.726933333
2/24/2015,Q4,Finishing,0.7,1800,15,0.726933333
2/24/2015,Q4,Sewing,0.7,1680,59,0.700623
2/24/2015,Q4,Sewing,0.7,4560,58,0.700518519
2/24/2015,Q4,Sewing,0.7,3000,52,0.700256795
2/24/2015,Q4,Finishing,0.7,960,8,0.5046875
2/24/2015,Q4,Sewing,0.7,6360,53,0.471108491
2/24/2015,Q4,Finishing,0.7,960,8,0.325
2/24/2015,Q4,Sewing,0.6,5040,42,0.268214286
2/25/2015,Q4,Sewing,0.75,6240,52,0.970816667
2/25/2015,Q4,Finishing,0.8,1080,9,
2/25/2015,Q4,Finishing,0.8,2400,20,0.900833333
2/25/2015,Q4,Finishing,0.8,1800,15,0.899555556
2/25/2015,Q4,Finishing,0.7,1200,10,0.845833333
2/25/2015,Q4,Sewing,0.8,4080,59,0.800808642
2/25/2015,Q4,Sewing,0.8,4080,34,0.800401961
2/25/2015,Q4,Sewing,0.8,7080,59,0.800115819
2/25/2015,Q4,Sewing,0.75,3960,33,0.75065101
2/25/2015,Q4,Sewing,0.75,3360,57,
2/25/2015,Q4,Sewing,0.75,6960,58,0.750206897
2/25/2015,Q4,Sewing,0.7,6960,58,0.700362069
2/25/2015,Q4,Sewing,0.7,3960,58,0.700069811
2/25/2015,Q4,Sewing,0.7,6240,52,0.700058333
2/25/2015,Q4,Finishing,0.75,960,8,0.676666667
2/25/2015,Q4,Finishing,0.7,960,8,0.658541667
2/25/2015,Q4,Sewing,0.8,1200,59,0.598792339
2/25/2015,Q4,Sewing,0.65,5040,42,0.581130952
2/25/2015,Q4,Finishing,0.7,960,8,0.440375
2/25/2015,Q4,Finishing,0.75,960,8,0.410833333
2/25/2015,Q4,Finishing,0.7,960,8,0.410833333
2/26/2015,Q4,Finishing,0.8,6300,15,0.921703704
2/26/2015,Q4,Finishing,0.8,7560,18,0.921604938
2/26/2015,Q4,Sewing,0.8,4080,59,0.800808642
2/26/2015,Q4,Sewing,0.8,2820,57,0.800516667
2/26/2015,Q4,Sewing,0.8,4080,34,0.800401961
2/26/2015,Q4,Finishing,0.5,3360,8,0.768847222
2/26/2015,Q4,Sewing,0.75,3960,33,0.75065101
2/26/2015,Q4,Sewing,0.75,6840,57,0.750473684
2/26/2015,Q4,Sewing,0.75,5640,52,0.750371895
2/26/2015,Q4,Sewing,0.75,6960,58,0.750206897
2/26/2015,Q4,Sewing,0.7,3240,52,0.700251773
2/26/2015,Q4,Sewing,0.7,6960,58,0.66237931
2/26/2015,Q4,Finishing,0.8,3780,9,0.590617284
2/26/2015,Q4,Finishing,0.7,960,8,0.5565625
2/26/2015,Q4,Sewing,0.8,7080,59,0.495617514
2/26/2015,Q4,Sewing,0.35,6840,57,0.449964912
2/26/2015,Q4,Finishing,0.7,3360,8,0.410833333
2/26/2015,Q4,Finishing,0.75,960,8,0.4078125
2/26/2015,Q4,Sewing,0.35,6600,55,0.378895152
2/26/2015,Q4,Finishing,0.75,3360,8,0.376597222
2/26/2015,Q4,Finishing,0.75,3360,8,0.271875
2/28/2015,Q4,Finishing,0.8,6300,15,0.921703704
2/28/2015,Q4,Finishing,0.8,7560,18,0.921604938
2/28/2015,Q4,Sewing,0.8,0,58,0.800779018
2/28/2015,Q4,Sewing,0.8,1700,34,0.800260821
2/28/2015,Q4,Sewing,0.8,840,59,0.799982853
2/28/2015,Q4,Finishing,0.5,3360,8,0.768847222
2/28/2015,Q4,Sewing,0.75,4440,57,0.750716981
2/28/2015,Q4,Sewing,0.75,3960,33,0.75065101
2/28/2015,Q4,Sewing,0.75,4560,58,0.750425926
2/28/2015,Q4,Sewing,0.75,6240,52,0.750395513
2/28/2015,Q4,Sewing,0.7,6120,51,0.700236601
2/28/2015,Q4,Sewing,0.7,4560,58,0.700211111
2/28/2015,Q4,Finishing,0.8,3780,9,0.590617284
2/28/2015,Q4,Finishing,0.7,960,8,0.5565625
2/28/2015,Q4,Sewing,0.5,6840,57,0.550403509
2/28/2015,Q4,Sewing,0.5,6840,57,0.550349708
2/28/2015,Q4,Sewing,0.5,6960,58,0.500258046
2/28/2015,Q4,Finishing,0.7,3360,8,0.410833333
2/28/2015,Q4,Finishing,0.75,960,8,0.4078125
2/28/2015,Q4,Finishing,0.75,3360,8,0.376597222
2/28/2015,Q4,Finishing,0.75,3360,8,0.271875
03-01-2015,Q1,Finishing,0.8,10500,25,0.936355556
03-01-2015,Q1,Finishing,0.75,3360,8,0.813611111
03-01-2015,Q1,Sewing,0.8,4080,34,0.800401961
03-01-2015,Q1,Sewing,0.75,6240,57,0.75075
03-01-2015,Q1,Sewing,0.75,3960,33,0.75065101
03-01-2015,Q1,Sewing,0.75,6840,57,0.750473684
03-01-2015,Q1,Sewing,0.75,6240,52,0.750395513
03-01-2015,Q1,Sewing,0.6,6720,56,0.707446429
03-01-2015,Q1,Sewing,0.7,5640,52,
03-01-2015,Q1,Sewing,0.6,6840,57,0.700019883
03-01-2015,Q1,Sewing,0.7,1800,58,0.683550607
03-01-2015,Q1,Sewing,0.8,0,57,0.682433036
03-01-2015,Q1,Finishing,0.6,960,8,0.673083333
03-01-2015,Q1,Finishing,0.7,3360,8,0.664583333
03-01-2015,Q1,Sewing,0.6,6840,57,0.600239766
03-01-2015,Q1,Finishing,0.7,960,8,0.585
03-01-2015,Q1,Sewing,0.8,6960,58,0.579511494
03-01-2015,Q1,Finishing,0.6,3360,8,0.448722222
03-01-2015,Q1,Finishing,0.75,960,8,0.447083333
03-01-2015,Q1,Finishing,0.8,3360,8,0.350416667
03-02-2015,Q1,Finishing,0.7,1200,10,0.92885
03-02-2015,Q1,Finishing,0.8,10080,24,0.86037037
03-02-2015,Q1,Finishing,0.65,960,8,0.806879167
03-02-2015,Q1,Sewing,0.65,6840,57,0.800579532
03-02-2015,Q1,Sewing,0.8,4080,34,0.800401961
03-02-2015,Q1,Finishing,0.75,1200,10,0.8004
03-02-2015,Q1,Sewing,0.8,0,57,0.800309211
03-02-2015,Q1,Sewing,0.8,4680,57,0.800149813
03-02-2015,Q1,Sewing,0.8,7080,59,0.800115819
03-02-2015,Q1,Finishing,0.75,3360,8,0.773333333
03-02-2015,Q1,Sewing,0.75,2880,33,0.750797009
03-02-2015,Q1,Sewing,0.75,6840,57,0.750473684
03-02-2015,Q1,Sewing,0.75,6240,52,0.750395513
03-02-2015,Q1,Sewing,0.65,6780,57,0.750254867
03-02-2015,Q1,Sewing,0.65,6720,56,0.700903571
03-02-2015,Q1,Sewing,0.7,3600,51,0.70013604
03-02-2015,Q1,Finishing,0.7,3360,8,0.632361111
03-02-2015,Q1,Finishing,0.8,3780,9,0.607654321
03-02-2015,Q1,Finishing,0.65,3360,8,0.537919444
03-02-2015,Q1,Finishing,0.8,3360,8,0.342361111
03-03-2015,Q1,Finishing,0.8,4200,10,0.999533333
03-03-2015,Q1,Finishing,0.8,6300,15,0.902962963
03-03-2015,Q1,Sewing,0.8,0,56,0.800701754
03-03-2015,Q1,Sewing,0.7,6960,58,0.800566092
03-03-2015,Q1,Sewing,0.8,4080,34,0.800401961
03-03-2015,Q1,Sewing,0.8,6840,57,0.800333333
03-03-2015,Q1,Sewing,0.8,7080,59,0.800115819
03-03-2015,Q1,Sewing,0.7,6960,58,0.750770115
03-03-2015,Q1,Sewing,0.75,6840,57,0.750473684
03-03-2015,Q1,Sewing,0.75,6240,52,0.750395513
03-03-2015,Q1,Sewing,0.75,3120,33,0.750212553
03-03-2015,Q1,Finishing,0.75,3360,8,0.702777778
03-03-2015,Q1,Sewing,0.7,6840,57,0.700659649
03-03-2015,Q1,Sewing,0.7,5040,51,0.699984417
03-03-2015,Q1,Finishing,0.8,3780,9,0.636049383
03-03-2015,Q1,Finishing,0.4,6300,15,0.567377778
03-03-2015,Q1,Finishing,0.7,3360,8,0.555430556
03-03-2015,Q1,Finishing,0.7,3360,8,0.555430556
03-03-2015,Q1,Finishing,0.7,3360,8,0.463194444
03-03-2015,Q1,Finishing,0.7,3360,8,0.354444444
03-03-2015,Q1,Finishing,0.75,3360,8,0.309333333
03-03-2015,Q1,Sewing,0.4,5400,45,
03-04-2015,Q1,Finishing,0.8,1200,10,0.939166667
03-04-2015,Q1,Finishing,0.8,960,8,0.930416667
03-04-2015,Q1,Finishing,0.8,1080,9,0.885925926
03-04-2015,Q1,Finishing,0.75,960,8,0.83375
03-04-2015,Q1,Finishing,0.7,960,8,0.806879167
03-04-2015,Q1,Finishing,0.7,960,8,0.806058333
03-04-2015,Q1,Sewing,0.8,0,56,0.800701754
03-04-2015,Q1,Sewing,0.8,4080,34,0.800401961
03-04-2015,Q1,Sewing,0.8,6840,57,0.800333333
03-04-2015,Q1,Sewing,0.8,3960,59,0.800055762
03-04-2015,Q1,Sewing,0.7,6960,58,0.799975862
03-04-2015,Q1,Sewing,0.7,6960,58,0.750651724
03-04-2015,Q1,Sewing,0.75,6240,52,0.750395513
03-04-2015,Q1,Sewing,0.7,6960,58,
03-04-2015,Q1,Sewing,0.7,5760,53,0.700058333
03-04-2015,Q1,Finishing,0.8,8400,20,0.684888889
03-04-2015,Q1,Finishing,0.7,960,8,0.592083333
03-04-2015,Q1,Finishing,0.5,960,8,0.5403125
03-04-2015,Q1,Sewing,0.8,6840,57,0.433263158
03-04-2015,Q1,Sewing,0.5,5520,46,0.404144928
03-04-2015,Q1,Sewing,0.75,3960,33,0.332146465
03-05-2015,Q1,Finishing,0.8,2640,22,0.980984848
03-05-2015,Q1,Finishing,0.6,960,8,0.950625
03-05-2015,Q1,Finishing,0.8,1200,10,0.927291667
03-05-2015,Q1,Finishing,0.8,1080,9,0.868888889
03-05-2015,Q1,Finishing,0.7,960,8,0.812625
03-05-2015,Q1,Finishing,0.7,960,8,0.812625
03-05-2015,Q1,Finishing,0.8,1800,15,0.810111111
03-05-2015,Q1,Sewing,0.8,3420,56,0.800701754
03-05-2015,Q1,Sewing,0.8,1800,57,0.800534979
03-05-2015,Q1,Sewing,0.8,4080,34,0.800401961
03-05-2015,Q1,Sewing,0.7,6960,58,0.750651724
03-05-2015,Q1,Sewing,0.75,6240,52,0.750395513
03-05-2015,Q1,Sewing,0.7,7080,59,0.750050847
03-05-2015,Q1,Sewing,0.7,6960,58,0.700424138
03-05-2015,Q1,Sewing,0.7,6000,50,0.700422
03-05-2015,Q1,Sewing,0.6,1320,46,0.600099145
03-05-2015,Q1,Finishing,0.75,960,8,0.453125
03-05-2015,Q1,Sewing,0.8,1200,59,0.366053523
03-05-2015,Q1,Sewing,0.35,2640,39,0.26369382
03-07-2015,Q1,Finishing,0.8,1080,9,0.868888889
03-07-2015,Q1,Sewing,0.8,4080,34,0.850520588
03-07-2015,Q1,Sewing,0.7,8160,58,0.850045
03-07-2015,Q1,Finishing,0.8,6000,25,0.825444444
03-07-2015,Q1,Finishing,0.35,2400,10,0.80575
03-07-2015,Q1,Sewing,0.7,6960,58,0.800746552
03-07-2015,Q1,Sewing,0.8,6840,57,0.800578947
03-07-2015,Q1,Sewing,0.8,3420,58,0.800034503
03-07-2015,Q1,Finishing,0.5,960,8,0.7975
03-07-2015,Q1,Sewing,0.75,3480,51,0.749987124
03-07-2015,Q1,Sewing,0.7,6000,50,0.700422
03-07-2015,Q1,Finishing,0.7,960,8,0.664875
03-07-2015,Q1,Finishing,0.7,960,8,0.664875
03-07-2015,Q1,Finishing,0.8,960,8,0.657083333
03-07-2015,Q1,Sewing,0.65,4200,45,0.65024031
03-07-2015,Q1,Finishing,0.8,3600,15,0.590740741
03-07-2015,Q1,Finishing,0.65,1920,8,0.528125
03-07-2015,Q1,Sewing,0.5,2280,39,0.500528095
03-07-2015,Q1,Sewing,0.7,6960,58,0.408960345
03-08-2015,Q2,Finishing,0.8,1440,12,0.951944444
03-08-2015,Q2,Finishing,0.8,1080,9,0.945555556
03-08-2015,Q2,Finishing,0.75,1080,9,0.929074074
03-08-2015,Q2,Finishing,0.75,960,8,0.890604167
03-08-2015,Q2,Finishing,0.75,960,8,0.890604167
03-08-2015,Q2,Finishing,0.7,1200,10,0.884
03-08-2015,Q2,Finishing,0.5,960,8,
03-08-2015,Q2,Sewing,0.75,6840,57,0.850084211
03-08-2015,Q2,Sewing,0.75,6960,58,0.85007069
03-08-2015,Q2,Sewing,0.8,3360,57,0.800511068
03-08-2015,Q2,Sewing,0.8,4080,34,0.800401961
03-08-2015,Q2,Sewing,0.8,3420,58,0.800034503
03-08-2015,Q2,Finishing,0.8,960,8,0.755208333
03-08-2015,Q2,Sewing,0.75,5640,52,0.750371895
03-08-2015,Q2,Sewing,0.7,6000,50,0.700422
03-08-2015,Q2,Sewing,0.7,4800,45,0.700106061
03-08-2015,Q2,Sewing,0.6,2520,38,0.601037091
03-08-2015,Q2,Sewing,0.6,6720,56,0.600528571
03-08-2015,Q2,Sewing,0.5,7080,59,0.500033898
03-08-2015,Q2,Finishing,0.6,960,8,0.4509375
03-08-2015,Q2,Finishing,0.7,960,8,0.441041667
03-08-2015,Q2,Finishing,0.6,960,8,0.271875
03-09-2015,Q2,Finishing,0.8,0,8,0.960625
03-09-2015,Q2,Finishing,0.8,0,9,0.902962963
03-09-2015,Q2,Finishing,0.6,0,12,0.864342593
03-09-2015,Q2,Sewing,0.75,7020,58,0.850446154
03-09-2015,Q2,Sewing,0.75,7140,59,0.850426891
03-09-2015,Q2,Finishing,0.75,0,15,0.841
03-09-2015,Q2,Sewing,0.8,5160,58,0.800842424
03-09-2015,Q2,Sewing,0.8,4080,34,0.800401961
03-09-2015,Q2,Sewing,0.8,3420,58,0.800034503
03-09-2015,Q2,Finishing,0.8,0,12,0.795416667
03-09-2015,Q2,Finishing,0.75,0,8,0.7953875
03-09-2015,Q2,Finishing,0.75,0,8,0.794566667
03-09-2015,Q2,Sewing,0.75,6240,52,0.750395513
03-09-2015,Q2,Sewing,0.7,5520,45,0.700516224
03-09-2015,Q2,Sewing,0.7,6000,50,0.700422
03-09-2015,Q2,Finishing,0.7,0,10,0.6825
03-09-2015,Q2,Sewing,0.65,4560,38,0.650962281
03-09-2015,Q2,Sewing,0.65,6720,56,0.650421429
03-09-2015,Q2,Sewing,0.6,7080,59,0.600040678
03-09-2015,Q2,Sewing,0.5,6600,55,0.500610909
03-09-2015,Q2,Finishing,0.7,0,8,0.477291667
03-09-2015,Q2,Finishing,0.65,0,8,0.2640625
03-10-2015,Q2,Finishing,0.8,1080,9,0.92
03-10-2015,Q2,Finishing,0.6,1440,12,0.909391667
03-10-2015,Q2,Sewing,0.75,7080,59,0.900061017
03-10-2015,Q2,Finishing,0.8,1440,12,0.894444444
03-10-2015,Q2,Finishing,0.75,960,8,0.881575
03-10-2015,Q2,Finishing,0.75,960,8,0.880754167
03-10-2015,Q2,Sewing,0.75,5880,59,0.850084211
03-10-2015,Q2,Finishing,0.75,1800,15,0.821666667
03-10-2015,Q2,Sewing,0.8,4080,34,0.800401961
03-10-2015,Q2,Sewing,0.8,6960,58,0.800071839
03-10-2015,Q2,Sewing,0.8,3420,58,0.800034503
03-10-2015,Q2,Finishing,0.8,960,8,0.758229167
03-10-2015,Q2,Sewing,0.75,6000,50,0.750608
03-10-2015,Q2,Sewing,0.75,6240,52,0.750395513
03-10-2015,Q2,Finishing,0.7,960,8,0.741
03-10-2015,Q2,Sewing,0.7,6840,57,0.700505263
03-10-2015,Q2,Sewing,0.7,4560,38,0.700246491
03-10-2015,Q2,Sewing,0.7,5400,45,0.700051852
03-10-2015,Q2,Sewing,0.65,7080,59,0.650044068
03-10-2015,Q2,Sewing,0.6,6840,57,0.630402924
03-10-2015,Q2,Finishing,0.65,960,8,0.560625
03-10-2015,Q2,Finishing,0.5,960,8,0.560625
03-10-2015,Q2,Finishing,0.7,960,8,0.39875
03-11-2015,Q2,Finishing,0.8,2160,9,0.922839506
03-11-2015,Q2,Finishing,0.8,2400,10,0.874027778
03-11-2015,Q2,Finishing,0.75,1920,8,0.819270833
03-11-2015,Q2,Finishing,0.75,1920,8,0.813309028
03-11-2015,Q2,Finishing,0.75,1920,8,0.812625
03-11-2015,Q2,Sewing,0.8,4080,34,0.800401961
03-11-2015,Q2,Sewing,0.8,6960,58,0.800071839
03-11-2015,Q2,Sewing,0.8,3420,58,0.800034503
03-11-2015,Q2,Finishing,0.8,1920,8,0.786631944
03-11-2015,Q2,Finishing,0.7,1440,12,0.75885
03-11-2015,Q2,Sewing,0.75,6000,50,0.750608
03-11-2015,Q2,Sewing,0.75,5040,52,0.750347333
03-11-2015,Q2,Sewing,0.75,5400,45,0.750140741
03-11-2015,Q2,Sewing,0.75,7080,59,0.750050847
03-11-2015,Q2,Sewing,0.75,7080,59,
03-11-2015,Q2,Sewing,0.7,6960,58,0.700556897
03-11-2015,Q2,Sewing,0.7,6840,57,0.700505263
03-11-2015,Q2,Sewing,0.7,4560,38,0.700246491
03-11-2015,Q2,Sewing,0.65,6840,57,0.650596491
03-11-2015,Q2,Finishing,0.75,960,8,0.628333333
03-11-2015,Q2,Finishing,0.7,960,8,
03-11-2015,Q2,Finishing,0.65,960,8,0.625625
03-11-2015,Q2,Finishing,0.75,1800,15,0.505888889
03-11-2015,Q2,Finishing,0.7,720,6,0.394722222
